"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @KioskMktplc: 5 keys for surviving Digital Signage Expo #DSE16 https://t.co/jP4Ur88o8s https://t.co/DVmuwO8Q8l",FALSE,0,NA,2016-02-20 14:45:50,FALSE,NA,"701055164518633472",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","DSE_Chris",1,TRUE,FALSE,NA,NA
"Headed to #DSE16? Make sure bone up on your #digitalsignage buzzwords in an SCN-moderated webinar https://t.co/l0U42HsKuX",FALSE,0,NA,2016-02-19 16:15:11,FALSE,NA,"700715262916440065",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","Install8ion",0,FALSE,FALSE,NA,NA
"RT @DigiSignageMag: Ride the #digitalsignage wave from #ISE16 to #DSE16 with a quick webinar https://t.co/JVFT7dcmxL #proAV @NEC_Display @P…",FALSE,0,NA,2016-02-19 14:37:58,FALSE,NA,"700690796735901697",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","PeerlessAV",2,TRUE,FALSE,NA,NA
"RT @Install8ion: Ride the #digitalsignage wave all the way from #ISE16 to #DSE16 with a quick webinar https://t.co/HLvd5ogECH",FALSE,0,NA,2016-02-19 14:11:44,FALSE,NA,"700684193290915840",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","MarkRan78",1,TRUE,FALSE,NA,NA
"Ride the #digitalsignage wave all the way from #ISE16 to #DSE16 with a quick webinar https://t.co/HLvd5ogECH",FALSE,0,NA,2016-02-19 14:00:02,FALSE,NA,"700681247291342848",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Install8ion",1,FALSE,FALSE,NA,NA
"RT @DigiSignageMag: Ride the #digitalsignage wave from #ISE16 to #DSE16 with a quick webinar https://t.co/JVFT7dcmxL #proAV @NEC_Display @P…",FALSE,0,NA,2016-02-19 04:17:40,FALSE,NA,"700534691695177728",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","charlenewan",2,TRUE,FALSE,NA,NA
"#DSE16  Our table poses a question-is data driven double loop feedback feasible in existing educational culture?",FALSE,0,NA,2016-02-19 02:26:10,FALSE,NA,"700506633441566721",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","EllenModlin",0,FALSE,FALSE,NA,NA
"Ride the #digitalsignage wave all the way from #ISE16 to #DSE16 with a quick webinar https://t.co/3zKc5rXluN",FALSE,0,NA,2016-02-19 00:16:45,FALSE,NA,"700474063467057153",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","AVTechnologyMag",0,FALSE,FALSE,NA,NA
"i wonder what the data will show if quizzes were more common but not part of a student's assessment #DSE16 https://t.co/WIX60MHLo3",FALSE,1,NA,2016-02-18 23:20:22,FALSE,NA,"700459873553797121",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","steveji823",0,FALSE,FALSE,NA,NA
"Ride the #digitalsignage wave from #ISE16 to #DSE16 with a quick webinar https://t.co/JVFT7dcmxL #proAV @NEC_Display @PeerlessAV",FALSE,1,NA,2016-02-18 23:13:31,FALSE,NA,"700458149644382209",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","DigiSignageMag",2,FALSE,FALSE,NA,NA
"How I read the article; maybe the force is myself #fightSubjectiveSelf #dse16",FALSE,0,NA,2016-02-18 22:42:41,FALSE,NA,"700450391260008448",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","ak3860",0,FALSE,FALSE,NA,NA
"as is for any paid research, the force (i.e., stakeholders, funding change) seems to have influenced data that wrangler gathered. #dse16",FALSE,0,NA,2016-02-18 22:22:44,FALSE,NA,"700445370967572482",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","ak3860",0,FALSE,FALSE,NA,NA
"#dse16 The key question is not how to gather data, but how to make sense of the data, especially for educational purpose.",FALSE,0,NA,2016-02-18 22:17:42,FALSE,NA,"700444101821538304",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","maggiilee",0,FALSE,FALSE,NA,NA
"Question: What do you think about the considerations on page four? #DSE16 https://t.co/AEk5nOsKUK https://t.co/6PTuSgQauO",FALSE,0,NA,2016-02-18 22:08:17,FALSE,NA,"700441734778593281",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Himes_Resekzas",0,FALSE,FALSE,NA,NA
"This paper helps me better understand data wranglers' job and how do they help in the process of improving education institutions. #dse16",FALSE,0,NA,2016-02-18 21:59:20,FALSE,NA,"700439479509712897",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Fengmei_L",0,FALSE,FALSE,NA,NA
"Does anyone know how to work the final step of this week’s homework, i.e. plot() and cor.test()? No example or instruction found. #DSE16",FALSE,0,NA,2016-02-18 21:57:16,FALSE,NA,"700438960917651461",NA,"<a href=\"http://itunes.apple.com/us/app/twitter/id409789998?mt=12\" rel=\"nofollow\">Twitter for Mac</a>","edison890424",0,FALSE,FALSE,NA,NA
"#DSE16 is a backchannel/homework for my Data Science Class at NYU. IN CASE ANYONE WANTED TO KNOW.",FALSE,1,NA,2016-02-18 20:46:14,FALSE,NA,"700421082839384065",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","claireninja",0,FALSE,FALSE,NA,NA
"Designing a data gathering, tidying, synthesizing and application process is the same as product development, in a way. Iteration.  #DSE16",FALSE,1,NA,2016-02-18 20:41:27,FALSE,NA,"700419880055672833",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","claireninja",0,FALSE,FALSE,NA,NA
"https://t.co/jRfBc0R1Ak Interesting how this paper argues a SCRUM approach to data analytics! #DSE16",FALSE,0,NA,2016-02-18 20:40:33,FALSE,NA,"700419656536948736",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","claireninja",0,FALSE,FALSE,NA,NA
"How do we evaluate data wrangler interpretations as good or bad?  Just compare multiple interpretations of the same data sets? #DSE16",FALSE,0,NA,2016-02-18 08:11:17,FALSE,NA,"700231095820939264",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","dat_sci_student",0,FALSE,FALSE,NA,NA
"@bhavana_budithi this! but validating previous findings doesn't get funding in our world so people may not want to work in the loop :(#dse16",FALSE,1,"bhavana_budithi",2016-02-18 03:19:57,FALSE,"699677480450461696","700157780800335873","4867356501","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","CmHovey",0,FALSE,FALSE,NA,NA
"@coollikeabreeze I don't think that's necessary, but they should be able to share what matters to them for wranglers at the least #dse16",FALSE,0,"coollikeabreeze",2016-02-18 03:16:51,FALSE,"700147581729562624","700156997891661824","4860690658","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","CmHovey",0,FALSE,FALSE,NA,NA
"if it is nobody's job to make sense of the data, the risk is that the data does not make sense but nobody realises #JobWorthHaving #dse16",FALSE,1,NA,2016-02-18 02:57:42,FALSE,NA,"700152179471093761",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","lillianmoran",0,FALSE,FALSE,NA,NA
"are Clow's \"data wranglers\" part of inevitable transition? might future academics/teachers be expected to be data analytics experts? #DSE16",FALSE,0,NA,2016-02-18 02:39:26,FALSE,NA,"700147581729562624",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","coollikeabreeze",0,FALSE,FALSE,NA,NA
"RT @spinetixusa: LAS VEGAS #DSE16 - SpinetiX Certified Expert – #DigitalSignage Academy - 03/15 Learn more &gt; https://t.co/8r3584E7Tk https:…",FALSE,0,NA,2016-02-17 23:05:57,FALSE,NA,"700093857246154752",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","SmithbBryan",1,TRUE,FALSE,NA,NA
"Oops! Read this article last week. #dse16",FALSE,0,NA,2016-02-17 17:18:10,FALSE,NA,"700006335421751297",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","EllenModlin",0,FALSE,FALSE,NA,NA
"Heading to #DSE16? Get a sneak preview of the session presented by @StayingInDroves and @LdtmxmDavis #longliveretail https://t.co/NoK6u9dkZ1",FALSE,0,NA,2016-02-17 15:13:05,FALSE,NA,"699974858206269441",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","maxmedia_atl",0,FALSE,FALSE,NA,NA
"@bhavana_budithi I never knew this term! Shouldn't all knowledge finding methods be double loop? #IDKWGO #DSE16",FALSE,0,"bhavana_budithi",2016-02-17 01:23:30,FALSE,"699677480450461696","699766086280081408","4867356501","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Glorf_Glorf",0,FALSE,FALSE,NA,NA
"5 keys for surviving Digital Signage Expo #DSE16 https://t.co/jP4Ur88o8s https://t.co/DVmuwO8Q8l",FALSE,0,NA,2016-02-17 01:20:19,FALSE,NA,"699765286250135552",NA,"<a href=\"http://www.hootsuite.com\" rel=\"nofollow\">Hootsuite</a>","KioskMktplc",1,FALSE,FALSE,NA,NA
"Videotel Digital Reveals \"Elevate\" Solution at Digital Signage Expo 2015 https://t.co/qfUggcQ1qd via @YouTube @DSExpo #digitalsignage #DSE16",FALSE,0,NA,2016-02-16 22:19:06,FALSE,NA,"699719678298497025",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Videoteldigital",0,FALSE,FALSE,NA,NA
